,ENLISH,ENCODED
6105,Tom fried an egg.,Upn!gsjfe!bo!fhh/
6106,Tom had no money.,Upn!ibe!op!npofz/
6107,Tom has a family.,Upn!ibt!b!gbnjmz/
6108,Tom has diabetes.,Upn!ibt!ejbcfuft/
6109,Tom has gone mad.,Upn!ibt!hpof!nbe/
6110,Tom has red hair.,Upn!ibt!sfe!ibjs/
6111,Tom has two cats.,Upn!ibt!uxp!dbut/
6112,Tom hates onions.,Upn!ibuft!pojpot/
6113,Tom hates onions.,Upn!ibuft!pojpot/
6114,Tom helped again.,Upn!ifmqfe!bhbjo/
6115,Tom helped again.,Upn!ifmqfe!bhbjo/
6116,Tom hurt himself.,Upn!ivsu!ijntfmg/
6117,Tom ignored Mary.,Upn!jhopsfe!Nbsz/
6118,Tom ignored Mary.,Upn!jhopsfe!Nbsz/
6119,Tom impressed me.,Upn!jnqsfttfe!nf/
6120,Tom is Mary's ex.,Upn!jt!Nbsz(t!fy/
6121,Tom is a Scorpio.,Upn!jt!b!Tdpsqjp/
6122,Tom is a butcher.,Upn!jt!b!cvudifs/
6123,Tom is a dentist.,Upn!jt!b!efoujtu/
6124,Tom is a mystery.,Upn!jt!b!nztufsz/
6125,Tom is a painter.,Upn!jt!b!qbjoufs/
6126,Tom is a pianist.,Upn!jt!b!qjbojtu/
6127,Tom is a pianist.,Upn!jt!b!qjbojtu/
6128,Tom is a plumber.,Upn!jt!b!qmvncfs/
6129,Tom is a ski bum.,Upn!jt!b!tlj!cvn/
6130,Tom is a student.,Upn!jt!b!tuvefou/
6131,Tom is a trucker.,Upn!jt!b!usvdlfs/
6132,Tom is an artist.,Upn!jt!bo!bsujtu/
6133,Tom is an ex-con.,Upn!jt!bo!fy.dpo/
6134,Tom is blind now.,Upn!jt!cmjoe!opx/
6135,Tom is dangerous.,Upn!jt!ebohfspvt/
6136,Tom is emotional.,Upn!jt!fnpujpobm/
6137,Tom is exhausted.,Upn!jt!fyibvtufe/
6138,Tom is fantastic.,Upn!jt!gboubtujd/
6139,Tom is forgetful.,Upn!jt!gpshfugvm/
6140,Tom is hilarious.,Upn!jt!ijmbsjpvt/
6141,Tom is impatient.,Upn!jt!jnqbujfou/
6142,Tom is impressed.,Upn!jt!jnqsfttfe/
6143,Tom is in church.,Upn!jt!jo!divsdi/
6144,Tom is in danger.,Upn!jt!jo!ebohfs/
6145,Tom is legendary.,Upn!jt!mfhfoebsz/
6146,Tom is mad at us.,Upn!jt!nbe!bu!vt/
6147,Tom is my cousin.,Upn!jt!nz!dpvtjo/
6148,Tom is my father.,Upn!jt!nz!gbuifs/
6149,Tom is my friend.,Upn!jt!nz!gsjfoe/
6150,Tom is our enemy.,Upn!jt!pvs!fofnz/
6151,Tom is practical.,Upn!jt!qsbdujdbm/
6152,Tom is qualified.,Upn!jt!rvbmjgjfe/
6153,Tom is shirtless.,Upn!jt!tijsumftt/
6154,Tom is too nosey.,Upn!jt!upp!optfz/
6155,Tom is too picky.,Upn!jt!upp!qjdlz/
6156,Tom is unmarried.,Upn!jt!vonbssjfe/
6157,Tom is unpopular.,Upn!jt!voqpqvmbs/
6158,Tom is very kind.,Upn!jt!wfsz!ljoe/
6159,Tom isn't a liar.,Upn!jto(u!b!mjbs/
6160,Tom isn't insane.,Upn!jto(u!jotbof/
6161,Tom isn't stupid.,Upn!jto(u!tuvqje/
6162,Tom likes apples.,Upn!mjlft!bqqmft/
6163,Tom likes coffee.,Upn!mjlft!dpggff/
6164,Tom likes orange.,Upn!mjlft!psbohf/
6165,Tom likes purple.,Upn!mjlft!qvsqmf/
6166,Tom likes reggae.,Upn!mjlft!sfhhbf/
6167,Tom lives abroad.,Upn!mjwft!bcspbe/
6168,Tom lives nearby.,Upn!mjwft!ofbscz/
6169,Tom lives nearby.,Upn!mjwft!ofbscz/
6170,Tom looked angry.,Upn!mpplfe!bohsz/
6171,Tom looked happy.,Upn!mpplfe!ibqqz/
6172,Tom looked tired.,Upn!mpplfe!ujsfe/
6173,Tom looked young.,Upn!mpplfe!zpvoh/
6174,Tom looks sleepy.,Upn!mpplt!tmffqz/
6175,Tom looks strong.,Upn!mpplt!tuspoh/
6176,Tom loved horses.,Upn!mpwfe!ipstft/
6177,Tom loved skiing.,Upn!mpwfe!tljjoh/
6178,Tom loves apples.,Upn!mpwft!bqqmft/
6179,Tom loves coffee.,Upn!mpwft!dpggff/
6180,Tom loves horses.,Upn!mpwft!ipstft/
6181,Tom loves skiing.,Upn!mpwft!tljjoh/
6182,Tom loves tulips.,Upn!mpwft!uvmjqt/
6183,Tom married Mary.,Upn!nbssjfe!Nbsz/
6184,Tom needed water.,Upn!offefe!xbufs/
6185,Tom never cheats.,Upn!ofwfs!difbut/
6186,Tom never sleeps.,Upn!ofwfs!tmffqt/
6187,Tom never smiles.,Upn!ofwfs!tnjmft/
6188,Tom plays hockey.,Upn!qmbzt!ipdlfz/
6189,Tom plays hockey.,Upn!qmbzt!ipdlfz/
6190,Tom quit smoking.,Upn!rvju!tnpljoh/
6191,Tom reads slowly.,Upn!sfbet!tmpxmz/
6192,Tom relies on me.,Upn!sfmjft!po!nf/
6193,Tom rode a camel.,Upn!spef!b!dbnfm/
6194,Tom sat on a log.,Upn!tbu!po!b!mph/
6195,Tom seemed angry.,Upn!tffnfe!bohsz/
6196,Tom seemed happy.,Upn!tffnfe!ibqqz/
6197,Tom sells coffee.,Upn!tfmmt!dpggff/
6198,Tom shot at Mary.,Upn!tipu!bu!Nbsz/
6199,Tom slapped Mary.,Upn!tmbqqfe!Nbsz/
6200,Tom smells awful.,Upn!tnfmmt!bxgvm/
6201,Tom smokes a lot.,Upn!tnplft!b!mpu/
6202,Tom stole a boat.,Upn!tupmf!b!cpbu/
6203,Tom walks slowly.,Upn!xbmlt!tmpxmz/
6204,Tom wants a beer.,Upn!xbout!b!cffs/
6205,Tom was cheering.,Upn!xbt!diffsjoh/
6206,Tom was cheering.,Upn!xbt!diffsjoh/
6207,Tom was cremated.,Upn!xbt!dsfnbufe/
6208,Tom was hesitant.,Upn!xbt!iftjubou/
6209,Tom was innocent.,Upn!xbt!joopdfou/
6210,Tom was released.,Upn!xbt!sfmfbtfe/
6211,Tom was ruthless.,Upn!xbt!svuimftt/
6212,Tom was sleeping.,Upn!xbt!tmffqjoh/
6213,Tom was sleeping.,Upn!xbt!tmffqjoh/
6214,Tom was so happy.,Upn!xbt!tp!ibqqz/
6215,Tom was very mad.,Upn!xbt!wfsz!nbe/
6216,Tom was very mad.,Upn!xbt!wfsz!nbe/
6217,Tom wasn't ready.,Upn!xbto(u!sfbez/
6218,Tom went fishing.,Upn!xfou!gjtijoh/
6219,Tom will pay you.,Upn!xjmm!qbz!zpv/
6220,Tom won the race.,Upn!xpo!uif!sbdf/
6221,Tom won't say no.,Upn!xpo(u!tbz!op/
6222,Tom wouldn't cry.,Upn!xpvmeo(u!dsz/
6223,Tom wrote a book.,Upn!xspuf!b!cppl/
6224,Tom's unreliable.,Upn(t!vosfmjbcmf/
6225,Try it once more.,Usz!ju!podf!npsf/
6226,Try it once more.,Usz!ju!podf!npsf/
6227,Turn right there.,Uvso!sjhiu!uifsf/
6228,Turtles lay eggs.,Uvsumft!mbz!fhht/
6229,Walk more slowly.,Xbml!npsf!tmpxmz/
6230,Was that helpful?,Xbt!uibu!ifmqgvm@
6231,Water the plants.,Xbufs!uif!qmbout/
6232,We accept checks.,Xf!bddfqu!difdlt/
6233,We ate the pizza.,Xf!buf!uif!qj{{b/
6234,We came together.,Xf!dbnf!uphfuifs/
6235,We can leave now.,Xf!dbo!mfbwf!opx/
6236,We enjoy talking.,Xf!fokpz!ubmljoh/
6237,We got snowed in.,Xf!hpu!topxfe!jo/
6238,We had breakfast.,Xf!ibe!csfblgbtu/
6239,We have homework.,Xf!ibwf!ipnfxpsl/
6240,We have no sugar.,Xf!ibwf!op!tvhbs/
6241,We have pictures.,Xf!ibwf!qjduvsft/
6242,We have to hurry.,Xf!ibwf!up!ivssz/
6243,We have to leave.,Xf!ibwf!up!mfbwf/
6244,We have to start.,Xf!ibwf!up!tubsu/
6245,We have two ears.,Xf!ibwf!uxp!fbst/
6246,We have two kids.,Xf!ibwf!uxp!ljet/
6247,We have two sons.,Xf!ibwf!uxp!tpot/
6248,We heard her cry.,Xf!ifbse!ifs!dsz/
6249,We left together.,Xf!mfgu!uphfuifs/
6250,We like to fight.,Xf!mjlf!up!gjhiu/
6251,We live in peace.,Xf!mjwf!jo!qfbdf/
6252,We live together.,Xf!mjwf!uphfuifs/
6253,We love football.,Xf!mpwf!gppucbmm/
6254,We must find Tom.,Xf!nvtu!gjoe!Upn/
6255,We need evidence.,Xf!offe!fwjefodf/
6256,We need to hurry.,Xf!offe!up!ivssz/
6257,"We need you, Tom.",Xf!offe!zpv-!Upn/
6258,We only have tea.,Xf!pomz!ibwf!ufb/
6259,We skied all day.,Xf!tljfe!bmm!ebz/
6260,We were drinking.,Xf!xfsf!esjoljoh/
6261,We were drinking.,Xf!xfsf!esjoljoh/
6262,We were studying.,Xf!xfsf!tuvezjoh/
6263,We were studying.,Xf!xfsf!tuvezjoh/
6264,We were together.,Xf!xfsf!uphfuifs/
6265,We work together.,Xf!xpsl!uphfuifs/
6266,We wouldn't care.,Xf!xpvmeo(u!dbsf/
6267,We'd better wait.,Xf(e!cfuufs!xbju/
6268,We'll never know.,Xf(mm!ofwfs!lopx/
6269,We'll talk later.,Xf(mm!ubml!mbufs/
6270,We'll talk later.,Xf(mm!ubml!mbufs/
6271,We're classmates.,Xf(sf!dmbttnbuft/
6272,We're good to go.,Xf(sf!hppe!up!hp/
6273,We're in a hurry.,Xf(sf!jo!b!ivssz/
6274,We're in trouble.,Xf(sf!jo!uspvcmf/
6275,We're not dating.,Xf(sf!opu!ebujoh/
6276,We're not dating.,Xf(sf!opu!ebujoh/
6277,We're not normal.,Xf(sf!opu!opsnbm/
6278,We're on our own.,Xf(sf!po!pvs!pxo/
6279,We're out of tea.,Xf(sf!pvu!pg!ufb/
6280,We're still here.,Xf(sf!tujmm!ifsf/
6281,We're very sorry.,Xf(sf!wfsz!tpssz/
6282,We've got to win.,Xf(wf!hpu!up!xjo/
6283,Were you invited?,Xfsf!zpv!jowjufe@
6284,Were you invited?,Xfsf!zpv!jowjufe@
6285,Were you invited?,Xfsf!zpv!jowjufe@
6286,Were you nervous?,Xfsf!zpv!ofswpvt@
6287,Were you nervous?,Xfsf!zpv!ofswpvt@
6288,Were you nervous?,Xfsf!zpv!ofswpvt@
6289,Were you nervous?,Xfsf!zpv!ofswpvt@
6290,Were you nervous?,Xfsf!zpv!ofswpvt@
6291,Were you nervous?,Xfsf!zpv!ofswpvt@
6292,Were you sincere?,Xfsf!zpv!tjodfsf@
6293,What a bad movie!,"Xibu!b!cbe!npwjf"""
6294,What a fine view!,"Xibu!b!gjof!wjfx"""
6295,What a good shot!,"Xibu!b!hppe!tipu"""
6296,What a good shot!,"Xibu!b!hppe!tipu"""
6297,What a nightmare!,"Xibu!b!ojhiunbsf"""
6298,What could it be?,Xibu!dpvme!ju!cf@
6299,What did Tom ask?,Xibu!eje!Upn!btl@
6300,What did you buy?,Xibu!eje!zpv!cvz@
6301,What did you buy?,Xibu!eje!zpv!cvz@
6302,What did you buy?,Xibu!eje!zpv!cvz@
6303,What did you say?,Xibu!eje!zpv!tbz@
6304,What did you say?,Xibu!eje!zpv!tbz@
6305,What do you have?,Xibu!ep!zpv!ibwf@
6306,What do you have?,Xibu!ep!zpv!ibwf@
6307,What do you have?,Xibu!ep!zpv!ibwf@
6308,What do you like?,Xibu!ep!zpv!mjlf@
6309,What do you like?,Xibu!ep!zpv!mjlf@
6310,What do you mean?,Xibu!ep!zpv!nfbo@
6311,What do you need?,Xibu!ep!zpv!offe@
6312,What do you want?,Xibu!ep!zpv!xbou@
6313,What do you want?,Xibu!ep!zpv!xbou@
6314,What do you want?,Xibu!ep!zpv!xbou@
6315,What happens now?,Xibu!ibqqfot!opx@
6316,What is going on?,Xibu!jt!hpjoh!po@
6317,What is he doing?,Xibu!jt!if!epjoh@
6318,What is his name?,Xibu!jt!ijt!obnf@
6319,What is his name?,Xibu!jt!ijt!obnf@
6320,What is his name?,Xibu!jt!ijt!obnf@
6321,What is it about?,Xibu!jt!ju!bcpvu@
6322,What is the date?,Xibu!jt!uif!ebuf@
6323,What is your age?,Xibu!jt!zpvs!bhf@
6324,What is your age?,Xibu!jt!zpvs!bhf@
6325,What was it like?,Xibu!xbt!ju!mjlf@
6326,What's happening?,Xibu(t!ibqqfojoh@
6327,What's she doing?,Xibu(t!tif!epjoh@
6328,What's the cause?,Xibu(t!uif!dbvtf@
6329,What's wrong now?,Xibu(t!xspoh!opx@
6330,What's your name?,Xibu(t!zpvs!obnf@
6331,What's your name?,Xibu(t!zpvs!obnf@
6332,What's your name?,Xibu(t!zpvs!obnf@
6333,What's your plan?,Xibu(t!zpvs!qmbo@
6334,What's your rush?,Xibu(t!zpvs!svti@
6335,What've you done?,Xibu(wf!zpv!epof@
6336,When do we leave?,Xifo!ep!xf!mfbwf@
6337,When do we start?,Xifo!ep!xf!tubsu@
6338,When will it end?,Xifo!xjmm!ju!foe@
6339,Where can I park?,Xifsf!dbo!J!qbsl@
6340,Where did you go?,Xifsf!eje!zpv!hp@
6341,Where did you go?,Xifsf!eje!zpv!hp@
6342,Where did you go?,Xifsf!eje!zpv!hp@
6343,Where did you go?,Xifsf!eje!zpv!hp@
6344,Where did you go?,Xifsf!eje!zpv!hp@
6345,Where did you go?,Xifsf!eje!zpv!hp@
6346,Where is Tom now?,Xifsf!jt!Upn!opx@
6347,Where is my beer?,Xifsf!jt!nz!cffs@
6348,Where is my book?,Xifsf!jt!nz!cppl@
6349,Where is the ATM?,Xifsf!jt!uif!BUN@
6350,Where is the cat?,Xifsf!jt!uif!dbu@
6351,Where is the dog?,Xifsf!jt!uif!eph@
6352,Where's Tom been?,Xifsf(t!Upn!cffo@
6353,Where's a mirror?,Xifsf(t!b!njssps@
6354,Where's everyone?,Xifsf(t!fwfszpof@
6355,Where's my diary?,Xifsf(t!nz!ejbsz@
6356,Where's my money?,Xifsf(t!nz!npofz@
6357,Where's my pizza?,Xifsf(t!nz!qj{{b@
6358,Where's my sword?,Xifsf(t!nz!txpse@
6359,Where's my watch?,Xifsf(t!nz!xbudi@
6360,Where's the bank?,Xifsf(t!uif!cbol@
6361,Where's the boss?,Xifsf(t!uif!cptt@
6362,Where's your car?,Xifsf(t!zpvs!dbs@
6363,Where's your cat?,Xifsf(t!zpvs!dbu@
6364,Where's your dog?,Xifsf(t!zpvs!eph@
6365,Where's your hat?,Xifsf(t!zpvs!ibu@
6366,Where's your son?,Xifsf(t!zpvs!tpo@
6367,Where's your son?,Xifsf(t!zpvs!tpo@
6368,Where's your son?,Xifsf(t!zpvs!tpo@
6369,Which is cheaper?,Xijdi!jt!difbqfs@
6370,Who are you with?,Xip!bsf!zpv!xjui@
6371,Who got murdered?,Xip!hpu!nvsefsfe@
6372,Who is that lady?,Xip!jt!uibu!mbez@
6373,Who is this girl?,Xip!jt!uijt!hjsm@
6374,Who is this lady?,Xip!jt!uijt!mbez@
6375,Who is this lady?,Xip!jt!uijt!mbez@
6376,Who was the best?,Xip!xbt!uif!cftu@
6377,Who wrote Hamlet?,Xip!xspuf!Ibnmfu@
6378,Who's that woman?,Xip(t!uibu!xpnbo@
6379,Whose turn is it?,Xiptf!uvso!jt!ju@
6380,Whose turn is it?,Xiptf!uvso!jt!ju@
6381,Why are you back?,Xiz!bsf!zpv!cbdl@
6382,Why are you here?,Xiz!bsf!zpv!ifsf@
6383,Why are you here?,Xiz!bsf!zpv!ifsf@
6384,Why are you home?,Xiz!bsf!zpv!ipnf@
6385,Why are you home?,Xiz!bsf!zpv!ipnf@
6386,Why are you home?,Xiz!bsf!zpv!ipnf@
6387,Why are you late?,Xiz!bsf!zpv!mbuf@
6388,Why did Tom call?,Xiz!eje!Upn!dbmm@
6389,Why do you study?,Xiz!ep!zpv!tuvez@
6390,Why has Tom quit?,Xiz!ibt!Upn!rvju@
6391,Why is it locked?,Xiz!jt!ju!mpdlfe@
6392,Why is it so hot?,Xiz!jt!ju!tp!ipu@
6393,Why was I banned?,Xiz!xbt!J!cboofe@
6394,Why would he lie?,Xiz!xpvme!if!mjf@
6395,Why's Tom crying?,Xiz(t!Upn!dszjoh@
6396,Why's Tom crying?,Xiz(t!Upn!dszjoh@
6397,Winter is coming.,Xjoufs!jt!dpnjoh/
6398,Winter is coming.,Xjoufs!jt!dpnjoh/
6399,Yolks are yellow.,Zpmlt!bsf!zfmmpx/
6400,You are adorable.,Zpv!bsf!bepsbcmf/
6401,You are children.,Zpv!bsf!dijmesfo/
6402,You are children.,Zpv!bsf!dijmesfo/
6403,You are dreaming.,Zpv!bsf!esfbnjoh/
6404,You aren't young.,Zpv!bsfo(u!zpvoh/
6405,You aren't young.,Zpv!bsfo(u!zpvoh/
6406,You can eat this.,Zpv!dbo!fbu!uijt/
6407,You can't go yet.,Zpv!dbo(u!hp!zfu/
6408,You can't say no.,Zpv!dbo(u!tbz!op/
6409,You could've run.,Zpv!dpvme(wf!svo/
6410,You did it again.,Zpv!eje!ju!bhbjo/
6411,You got hit hard.,Zpv!hpu!iju!ibse/
6412,You have my word.,Zpv!ibwf!nz!xpse/
6413,You have to stop.,Zpv!ibwf!up!tupq/
6414,You know nothing.,Zpv!lopx!opuijoh/
6415,You know nothing.,Zpv!lopx!opuijoh/
6416,You let Tom down.,Zpv!mfu!Upn!epxo/
6417,You look curious.,Zpv!mppl!dvsjpvt/
6418,You look excited.,Zpv!mppl!fydjufe/
6419,You look healthy.,Zpv!mppl!ifbmuiz/
6420,You look nervous.,Zpv!mppl!ofswpvt/
6421,You look nervous.,Zpv!mppl!ofswpvt/
6422,You look nervous.,Zpv!mppl!ofswpvt/
6423,You look nervous.,Zpv!mppl!ofswpvt/
6424,You look nervous.,Zpv!mppl!ofswpvt/
6425,You look nervous.,Zpv!mppl!ofswpvt/
6426,You look nervous.,Zpv!mppl!ofswpvt/
6427,You look nervous.,Zpv!mppl!ofswpvt/
6428,You look nervous.,Zpv!mppl!ofswpvt/
6429,You look nervous.,Zpv!mppl!ofswpvt/
6430,You look nervous.,Zpv!mppl!ofswpvt/
6431,You look nervous.,Zpv!mppl!ofswpvt/
6432,You look nervous.,Zpv!mppl!ofswpvt/
6433,You look nervous.,Zpv!mppl!ofswpvt/
6434,You look nervous.,Zpv!mppl!ofswpvt/
6435,You look nervous.,Zpv!mppl!ofswpvt/
6436,You look nervous.,Zpv!mppl!ofswpvt/
6437,You look nervous.,Zpv!mppl!ofswpvt/
6438,You look nervous.,Zpv!mppl!ofswpvt/
6439,You look nervous.,Zpv!mppl!ofswpvt/
6440,You look so pale.,Zpv!mppl!tp!qbmf/
6441,You look thinner.,Zpv!mppl!uijoofs/
6442,You look thinner.,Zpv!mppl!uijoofs/
6443,You look worried.,Zpv!mppl!xpssjfe/
6444,You looked happy.,Zpv!mpplfe!ibqqz/
6445,You looked happy.,Zpv!mpplfe!ibqqz/
6446,You looked happy.,Zpv!mpplfe!ibqqz/
6447,You may be right.,Zpv!nbz!cf!sjhiu/
6448,You may quote me.,Zpv!nbz!rvpuf!nf/
6449,You must tell me.,Zpv!nvtu!ufmm!nf/
6450,You must tell me.,Zpv!nvtu!ufmm!nf/
6451,You really stink.,Zpv!sfbmmz!tujol/
6452,You seemed happy.,Zpv!tffnfe!ibqqz/
6453,You seemed happy.,Zpv!tffnfe!ibqqz/
6454,You seemed happy.,Zpv!tffnfe!ibqqz/
6455,You should sleep.,Zpv!tipvme!tmffq/
6456,You should sleep.,Zpv!tipvme!tmffq/
6457,You sound scared.,Zpv!tpvoe!tdbsfe/
6458,You were helpful.,Zpv!xfsf!ifmqgvm/
6459,You were helpful.,Zpv!xfsf!ifmqgvm/
6460,You were helpful.,Zpv!xfsf!ifmqgvm/
6461,You were jealous.,Zpv!xfsf!kfbmpvt/
6462,You were jealous.,Zpv!xfsf!kfbmpvt/
6463,You're a monster.,Zpv(sf!b!npotufs/
6464,You're a problem.,Zpv(sf!b!qspcmfn/
6465,You're beautiful.,Zpv(sf!cfbvujgvm/
6466,You're beautiful.,Zpv(sf!cfbvujgvm/
6467,You're dangerous.,Zpv(sf!ebohfspvt/
6468,You're dangerous.,Zpv(sf!ebohfspvt/
6469,You're dangerous.,Zpv(sf!ebohfspvt/
6470,You're in danger.,Zpv(sf!jo!ebohfs/
6471,You're in danger.,Zpv(sf!jo!ebohfs/
6472,You're in danger.,Zpv(sf!jo!ebohfs/
6473,You're in my way.,Zpv(sf!jo!nz!xbz/
6474,You're my friend.,Zpv(sf!nz!gsjfoe/
6475,You're not fired.,Zpv(sf!opu!gjsfe/
6476,You're not young.,Zpv(sf!opu!zpvoh/
6477,You're the first.,Zpv(sf!uif!gjstu/
6478,You've grown fat.,Zpv(wf!hspxo!gbu/
6479,You've grown fat.,Zpv(wf!hspxo!gbu/
6480,Your face is red.,Zpvs!gbdf!jt!sfe/
6481,Your fly is open!,"Zpvs!gmz!jt!pqfo"""
6482,Your fly is open!,"Zpvs!gmz!jt!pqfo"""
6483,A bear killed Tom.,B!cfbs!ljmmfe!Upn/
6484,A bear mauled Tom.,B!cfbs!nbvmfe!Upn/
6485,A dog bit her leg.,B!eph!cju!ifs!mfh/
6486,A dog was running.,B!eph!xbt!svoojoh/
6487,A fork is missing.,B!gpsl!jt!njttjoh/
6488,A heavy rain fell.,B!ifbwz!sbjo!gfmm/
6489,Add a little milk.,Bee!b!mjuumf!njml/
6490,Admission is free.,Benjttjpo!jt!gsff/
6491,All I want is you.,Bmm!J!xbou!jt!zpv/
6492,All I want is you.,Bmm!J!xbou!jt!zpv/
6493,All men are equal.,Bmm!nfo!bsf!frvbm/
6494,Am I the only one?,Bn!J!uif!pomz!pof@
6495,America loves you.,Bnfsjdb!mpwft!zpv/
6496,America loves you.,Bnfsjdb!mpwft!zpv/
6497,America loves you.,Bnfsjdb!mpwft!zpv/
6498,Any paper will do.,Boz!qbqfs!xjmm!ep/
6499,Are they American?,Bsf!uifz!Bnfsjdbo@
6500,Are they Japanese?,Bsf!uifz!Kbqboftf@
6501,Are we good to go?,Bsf!xf!hppe!up!hp@
6502,Are you a student?,Bsf!zpv!b!tuvefou@
6503,Are you a student?,Bsf!zpv!b!tuvefou@
6504,Are you a student?,Bsf!zpv!b!tuvefou@
6505,Are you a student?,Bsf!zpv!b!tuvefou@
6506,Are you all ready?,Bsf!zpv!bmm!sfbez@
6507,Are you all right?,Bsf!zpv!bmm!sjhiu@
6508,Are you available?,Bsf!zpv!bwbjmbcmf@
6509,Are you from here?,Bsf!zpv!gspn!ifsf@
6510,Are you guys free?,Bsf!zpv!hvzt!gsff@
6511,Are you happy now?,Bsf!zpv!ibqqz!opx@
6512,Are you happy now?,Bsf!zpv!ibqqz!opx@
6513,Are you happy now?,Bsf!zpv!ibqqz!opx@
6514,Are you in Boston?,Bsf!zpv!jo!Cptupo@
6515,Are you in danger?,Bsf!zpv!jo!ebohfs@
6516,Are you in danger?,Bsf!zpv!jo!ebohfs@
6517,Are you listening?,Bsf!zpv!mjtufojoh@
6518,Are you organized?,Bsf!zpv!pshboj{fe@
6519,Are you our enemy?,Bsf!zpv!pvs!fofnz@
6520,Are you still mad?,Bsf!zpv!tujmm!nbe@
6521,"Are you sure, Tom?",Bsf!zpv!tvsf-!Upn@
6522,Are you tired now?,Bsf!zpv!ujsfe!opx@
6523,Aren't you hungry?,Bsfo(u!zpv!ivohsz@
6524,Aren't you hungry?,Bsfo(u!zpv!ivohsz@
6525,Be kind to others.,Cf!ljoe!up!puifst/
6526,Be nice to others.,Cf!ojdf!up!puifst/
6527,Beware of the dog!,"Cfxbsf!pg!uif!eph"""
6528,Beware of the dog!,"Cfxbsf!pg!uif!eph"""
6529,Call an ambulance.,Dbmm!bo!bncvmbodf/
6530,Call your brother.,Dbmm!zpvs!cspuifs/
6531,Call your brother.,Dbmm!zpvs!cspuifs/
6532,Call your brother.,Dbmm!zpvs!cspuifs/
6533,Can I have a bite?,Dbo!J!ibwf!b!cjuf@
6534,Can I look around?,Dbo!J!mppl!bspvoe@
6535,Can somebody help?,Dbo!tpnfcpez!ifmq@
6536,Can we fish there?,Dbo!xf!gjti!uifsf@
6537,Can you eat these?,Dbo!zpv!fbu!uiftf@
6538,Can you ice skate?,Dbo!zpv!jdf!tlbuf@
6539,Can you stay long?,Dbo!zpv!tubz!mpoh@
6540,Can you stay long?,Dbo!zpv!tubz!mpoh@
6541,Can you stay long?,Dbo!zpv!tubz!mpoh@
6542,Can you translate?,Dbo!zpv!usbotmbuf@
6543,Can you translate?,Dbo!zpv!usbotmbuf@
6544,Can you translate?,Dbo!zpv!usbotmbuf@
6545,"Champagne, please.",Dibnqbhof-!qmfbtf/
6546,Choose one person.,Dipptf!pof!qfstpo/
6547,Clean that window.,Dmfbo!uibu!xjoepx/
6548,Clean the windows.,Dmfbo!uif!xjoepxt/
6549,Close that window.,Dmptf!uibu!xjoepx/
6550,Come into my room.,Dpnf!joup!nz!sppn/
6551,"Come on, admit it.",Dpnf!po-!benju!ju/
6552,"Come on, hurry up.",Dpnf!po-!ivssz!vq/
6553,"Come on, let's go.",Dpnf!po-!mfu(t!hp/
6554,"Come on, touch it.",Dpnf!po-!upvdi!ju/
6555,"Come on, touch it.",Dpnf!po-!upvdi!ju/
6556,"Come on, trust me.",Dpnf!po-!usvtu!nf/
6557,"Come on, trust me.",Dpnf!po-!usvtu!nf/
6558,Come swim with me.,Dpnf!txjn!xjui!nf/
6559,"Copy this, please.",Dpqz!uijt-!qmfbtf/
6560,Could you help me?,Dpvme!zpv!ifmq!nf@
6561,Cows give us milk.,Dpxt!hjwf!vt!njml/
6562,Crime doesn't pay.,Dsjnf!epfto(u!qbz/
6563,Defend yourselves.,Efgfoe!zpvstfmwft/
6564,Describe it to me.,Eftdsjcf!ju!up!nf/
6565,Did I fall asleep?,Eje!J!gbmm!btmffq@
6566,Did they fire you?,Eje!uifz!gjsf!zpv@
6567,Did you draw that?,Eje!zpv!esbx!uibu@
6568,Did you draw this?,Eje!zpv!esbx!uijt@
6569,Did you know that?,Eje!zpv!lopx!uibu@
6570,Did you shoot Tom?,Eje!zpv!tippu!Upn@
6571,Did you shoot Tom?,Eje!zpv!tippu!Upn@
6572,Did you shoot Tom?,Eje!zpv!tippu!Upn@
6573,Do I look nervous?,Ep!J!mppl!ofswpvt@
6574,Do I look nervous?,Ep!J!mppl!ofswpvt@
6575,Do I look nervous?,Ep!J!mppl!ofswpvt@
6576,Do I look nervous?,Ep!J!mppl!ofswpvt@
6577,Do I look nervous?,Ep!J!mppl!ofswpvt@
6578,Do I look nervous?,Ep!J!mppl!ofswpvt@
6579,Do I need surgery?,Ep!J!offe!tvshfsz@
6580,Do they like wine?,Ep!uifz!mjlf!xjof@
6581,Do you believe me?,Ep!zpv!cfmjfwf!nf@
6582,Do you drink beer?,Ep!zpv!esjol!cffs@
6583,Do you drink beer?,Ep!zpv!esjol!cffs@
6584,Do you drink beer?,Ep!zpv!esjol!cffs@
6585,Do you guys smoke?,Ep!zpv!hvzt!tnplf@
6586,Do you have a car?,Ep!zpv!ibwf!b!dbs@
6587,Do you have a dog?,Ep!zpv!ibwf!b!eph@
6588,Do you have a pen?,Ep!zpv!ibwf!b!qfo@
6589,Do you have a pen?,Ep!zpv!ibwf!b!qfo@
6590,Do you have a pen?,Ep!zpv!ibwf!b!qfo@
6591,Do you have money?,Ep!zpv!ibwf!npofz@
6592,Do you have paper?,Ep!zpv!ibwf!qbqfs@
6593,Do you like juice?,Ep!zpv!mjlf!kvjdf@
6594,Do you like juice?,Ep!zpv!mjlf!kvjdf@
